address,name,type,comment
0xfffec9e8,op_mode,LABEL,Operating-mode state; PLA request only processed when ==7 (FUN_0002bf5e). source: re-trace(subagent).
0xfffecb7f,eps_status_flags,LABEL,EPS status flag byte. bit 0x20 = HCA/steering READY (set in ctrl_task when eps_assist_status+0x10==5 AND +0x50 latch clear AND +0x51 latch clear). This drives the transmitted HCA-available status. source: re-trace(subagent).
0xfffecb7e,assist_engaged_flags,LABEL,"Assist engage flags; bit1 ((x&3)>>1) = 'assist engaged' (set by hca_engage_state5 FUN_0002b626). Gates the fault-qualification counter increments -- if it drops, qualification stalls. bit0x80 = a latched-fault mirror. source: re-trace(subagent)."
0xfffede5c,hca_engage_fsm_state,LABEL,"HCA master engage FSM state, 12 states 0..0xb (+extended 0xc-0x1b at 0x2b924+). Dispatched by rtos_task_dispatcher (FUN_0002de6e) via a RAM code-ptr, ~2.016ms/step. Up-walk 0->..->5(active): dwells 400/1000/1000 (states1/2/3)=2400 steps ~=4.8s to engage. Down-walk on non-active request: 5->6->7->8->9->0xa->0xb(idle), 6 ungated steps + ~40-count(80ms) op_mode-wait; reaching 0xb (FUN_0002b8b4) is the ONLY reset of the 6-min counter. Reset latency is SUB-SECOND (~100ms; the earlier ~2s figure was refuted -- it was a torque-clamp misread), and requires CONTINUOUS non-active (a 5/7 re-assert mid-walk aborts; single ~20ms blips do NOT reset - route144). source: re-trace(emulation-verified; exact exit-debounce tick PARTIAL)."
0xfffede72,hca_dwell_counter,LABEL,Engage-FSM per-state dwell counter (counts up to hca_dwell_target). source: re-trace(subagent).
0xfffede74,hca_dwell_target,LABEL,"Engage-FSM per-state dwell target: state1=400, state2=1000, state3=1000 = 2400 engage-FSM steps total. The FSM runs at ~2.016ms/step (NOT ctrl_task 1.2ms -- corrected), so 2400 steps = ~4.8s to engage (~240 HCA frames @50Hz) = the EPS fault-clear floor. state3's 1000 (~2.016s) = the observed status-4 handover hold. Restarts on any HCA disturbance. source: re-trace(verified)."
0x000177aa,assist_trq_plausibility,FUNCTION,"Torque-channel plausibility + escalation: sets eps_assist_status+0x10=5 when supply-normalized torque +6 is in-band [0x1dbc,0x5444); sets fault +0x51 / status 8 on over-range (+6 > 0x6f86). source: re-trace(subagent)."
0x00017b2a,fault_debounce_a,FUNCTION,"Fault-qualification/debounce sub-FSM: counter +0x22 increments ONLY while assist_engaged (bRamfffecb7e bit1), threshold +0x3c (0x9bf=2495 in state2); latches +0x18/+0x51 on expiry, clears on clean recovery. source: re-trace(subagent)."
0x00017cd2,fault_debounce_b,FUNCTION,"Fault-qualification/debounce sub-FSM (counter +0x24, +0x50 latch). source: re-trace(subagent)."
0x0002b626,hca_engage_state5,FUNCTION,Engage-FSM state-5 entry = active; sets assist_engaged (bRamfffecb7e|=2). source: re-trace(subagent).
0x0002bfe6,fsm_transition_gate,FUNCTION,"Engage-FSM transition gate: emits next-state event only when hca_dwell_counter>=hca_dwell_target AND guards met (_op_mode==3, plausibility uRamfffede7c==2, cRamfffede70==0). Unmet guard => FSM stalls in-state (minutes). source: re-trace(subagent)."
0x00016294,tx_assist_status,FUNCTION,Marshals eps_assist_status (+0x10) into the transmitted steering-status COM group (0xfffed720) = the HCA-available status an external controller reads. source: re-trace(subagent).
0x0002dfa4,hw_timer_program,FUNCTION,"Programs the base scheduler timer (0xfffff600 prescaler=6=/512 -> 250kHz, compare 0xfffff606=24) = 100us base tick (10kHz). Clock = 128MHz fosc. source: re-trace(subagent)."
0x0002d9e6,sched_timer_setup,FUNCTION,"Stores fosc=128MHz + period arg, then calls hw_timer_program. source: re-trace(subagent)."
0x0002ddd6,sw_timer_wheel,FUNCTION,"Software timer wheel: per 100us base tick, decrements each armed timer's +6 countdown; at 0 reloads +6=period and marks ready. Drives ctrl_task (period 12 ticks=1.2ms) etc. source: re-trace(subagent)."
0x0002da1e,sw_timer_register,FUNCTION,"Register a software timer with its period (in 100us base ticks). ctrl_task=12(1.2ms), input task=100(10ms), 5ms=50. source: re-trace(subagent)."
0xfffff600,base_tick_timer,LABEL,"Base scheduler timer = 100us tick (prescaler /512 of 128MHz, compare 24). source: re-trace(subagent)."
0xfffec9d4,boot_tick_counter,LABEL,"Monotonic system boot tick: reset to 0 at init (FUN_0002a0de), +1 per 100us base tick (ISR). Gates ALL received-message supervision: while below the grace threshold, supervision is suppressed and EPS reports the benign default (EPS_HCA_Status=READY=3); once above, supervision runs and an absent HCA_01 resolves to FAULT=2. source: re-trace(subagent)."
0xfffe8a26,supervision_grace_cal,LABEL,COM reception-supervision startup-grace threshold (cal). READY-hold = this many boot ticks x 100us. Guards `boot_tick_counter <= supervision_grace_cal` across ~7 supervision fns. ~10430 ticks =~1043ms (empirically matched); hard literal cap 0x2f15=12053 ticks=~1205ms. Read live for exact value. source: re-trace(subagent).
0x0001c7d2,supervision_status_init,FUNCTION,Inits per-message supervision status bytes (+0x10/0x14/0x18/0x1c) to 2 = fault/substitution default; this is the value reported once the boot-grace expires with the message absent. source: re-trace(subagent).
0xfffe8a4a,hca_mode5_monitor_gain,LABEL,"Q16 gain applied by the MONITOR worker ctrl_worker_d (FUN_0003857e) when received HCA status==5 (=_ctrl_cal_block_ptr+0xe). Coding-loaded from CAN PDU 0x39f. NOT a delivered-torque gain -- ctrl_worker_d is plausibility/telemetry only (verified). It vs hca_mode7_monitor_gain(+0x10) can shift fault/plausibility behavior between 5 and 7, but not motor torque. source: re-trace+subagent(verified)."
0xfffe8a4c,hca_mode7_monitor_gain,LABEL,"Q16 gain applied by the MONITOR worker ctrl_worker_d (FUN_0003857e) when received HCA status==7 (=_ctrl_cal_block_ptr+0x10). Coding-loaded from CAN PDU 0x39f. Mode-7 counterpart to hca_mode5_monitor_gain; affects only the plausibility/monitor plane, not delivered torque (which is 5==7). source: re-trace+subagent(verified)."
0xfffee116,assist_mode_echo_a,LABEL,"assist_mode_a echo (from fffee2c6 via ctrl_cyc_st16/00032db6.c:12); low byte drives the 5-vs-7 torque-gain select in ctrl_worker_d (FUN_0003857e). source: re-trace."
0xfffee117,assist_mode_echo_b,LABEL,"assist_mode_b echo (from fffee2d0 via 00032db6.c:14); channel-B counterpart driving ctrl_worker_d's mode-gain select. source: re-trace."
0xfffee12a,hca_mode_gained_monitor,LABEL,"ctrl_worker_d (FUN_0003857e) MONITOR output after the mode-indexed 5/7 gain (0003857e.c:210). Consumed only by the inverse-redundancy safety RAM (lockstep ~copy in 0002e06e.c: fffee31a/446) and plausibility/telemetry -- NOT the motor drive. Not delivered torque. source: re-trace(verified)."
0x0000cf56,motor_current_setpoint,FUNCTION,"Delivered motor-current setpoint: writes uRamfffeb6f6 = clamp(|param_1|*0x4b>>8, 0xffd), sign bit 0x80. param_1 = sm_out_rate(0xfffec560); param_2 selects normal(0)/hold-0xffe(1)/max-0xfff(2). FIXED gain 0x4b -- NO assist-mode(5/7) scaling. This is the real actuation gain. source: re-trace(verified)."
0x0002a740,motor_cmd_stage,FUNCTION,"Final motor-command stage: calls motor_current_setpoint(sm_out_rate, sel) with sel from sigblock status bits (fffec55e &1/&0x20 = hold/max), and cf32/d012 to record the assist-mode nibble as status only. No 5/7 torque scaling on the delivered path. source: re-trace(verified)."
0xfffec560,sm_torque_setpoint,LABEL,"Steering-SM torque setpoint (= sm_out_rate copy) fed to motor_current_setpoint*0x4b. The delivered-torque source; identical for HCA status 5 and 7 (SM + main worker group {5,7}). source: re-trace(verified)."
0xfffe8d42,hca_torque_cap_active,LABEL,"Active symmetric max-torque cap on the HCA_01_LM_Offset request in ctrl_worker_main_torque (=_ctrl_cal_block_ptr+0x306), used when engaged (bVar3=status in {5,7}); SAME for mode 5 and 7. Coding-loaded (PDU 0x39f), not in static image. source: re-trace(verified)."
0xfffe8cde,hca_torque_cap_idle,LABEL,"Idle/default max-torque cap (=_ctrl_cal_block_ptr+0x2a2), used when not full-active. source: re-trace."
0xfffe8d3a,hca_torque_ramp_a,LABEL,"Per-cycle torque rate/ramp limit A (=_ctrl_cal_block_ptr+0x2fe), used at low-speed/near-threshold (uVar35-0x1e<0x28 && cal+0x2f4==0) in ctrl_worker_main_torque. Selected by speed/tracking, NOT status -> SAME for 5 and 7. Coding-loaded. source: re-trace(verified)."
0xfffe8d40,hca_torque_ramp_b,LABEL,"Per-cycle torque rate/ramp limit B (=_ctrl_cal_block_ptr+0x304), the other-regime ramp; SAME for 5 and 7. Coding-loaded. source: re-trace(verified)."
0xfffe8d44,hca_mode8_torque_band,LABEL,"Torque band threshold (=_ctrl_cal_block_ptr+0x308) driving the cVar33/cStack_51 handshake that promotes assist_mode 5/7 -> internal mode 8 in FUN_00034d78. source: re-trace(subagent)."
0xfffe8d31,hca_mode8_enable_coding,LABEL,"Coding byte (=_ctrl_cal_block_ptr+0x2f5) gating the internal mode-8 promotion; if 0, 5/7 never ratchet to 8. Mode 8 is internal-only (not a commandable HCA status). source: re-trace(subagent)."
0xfffede84,hca_engage_time_counter,LABEL,"32-bit up-counter for MAX CONTINUOUS HCA-active time. +1 each active-state cycle (FUN_0002be80); trips at literal 180000 in guard FUN_0002ae62 -> forces disengage; reset to 0 ONLY at engage-FSM idle state 0xb (FUN_0002b8b4). NO decrement (grep-confirmed 3 refs). 180000 counts x 2.016ms tick = 362.8s = ~6.05min. Tick EMPIRICALLY confirmed: route 15e6fc3f...00000144 forced 10 timeouts spaced 364.7s +-0.34, engaged windows ~362.8s, EPS_HCA_Status 7->4(held ~2.04s)->3 handover. Threshold is static flash, NOT coding. source: re-trace+subagent+log-verified."
0x0002ae62,hca_max_engage_guard,FUNCTION,"Statechart transition guard: fires disengage (returns true) when engaged (bRamfffecb7c&0x20) AND (supervision bRamfffecb80&0x40 set OR hca_engage_time_counter>=180000). The 6-min max-continuous-engagement exit. Literal 180000 @:15. source: re-trace(verified)."
0x0002be80,hca_active_during_action,FUNCTION,"During-action of the engage-FSM active state: increments hca_engage_time_counter unconditionally (:11) at ~2.016ms/step and, when FUN_00010bbe()==0, arms the 15-min backstop hca_engage_backstop_timer via FUN_0000df94 (fffeb678=90000; decremented on the SEPARATE motor-gate loop = 15min, NOT 3min). Driven by received status 5/7 + op_mode, NOT the torque-override mode. source: re-trace(verified)."
0x0002b8b4,hca_engage_fsm_idle,FUNCTION,"Engage-FSM idle/full-disengage state 0xb entry (uRamfffede5c=0xb). Zeroes hca_engage_time_counter (:18) -- the ONLY reset of the 6-min timer. Reachable only when the received HCA request goes non-active. source: re-trace(verified)."
0xfffeb678,hca_engage_backstop_timer,LABEL,"~15-min HCA-engagement/power-stage backstop (NOT a 3-min warn -- corrected this session). Armed=90000 (FUN_0000df94) from the active during-action; DECREMENTED only by FUN_0000e11c inside motor_pwm_gate_ctrl at HALF the 5ms motor-gate rate = 10ms/count => 90000x10ms=900s=15min (proven emu+xref; the motor loop is a DIFFERENT clock from the 2.016ms engage FSM). On expiry sets 0xfffeb66e -> assist_engaged_flags bit0x10 -> hca_max_engage_guard disengage. In continuous HCA the 6-min counter trips first and the down-walk (FUN_0000df86) resets this, so it rarely reaches 0. source: re-trace(verified)."
0x0002de6e,rtos_task_dispatcher,FUNCTION,"Cooperative-RTOS task dispatcher (from sw_timer_wheel). Invokes each ready task body through a RAM code-ptr at TCB+0xc: (**(code**)((&DAT_fffee0dc)[idx]+0xc))(). PROVEN by Ghidra p-code emulation. This is how the engage-statechart state functions are reached -- they have NO static caller because the pointer is built in RAM at init. NOTE: this ECU's +0x12000 pointer convention applies to CODE too (real task bodies at file = ECU_addr-0x12000, e.g. cb ECU 0x3fa22 -> file 0x2da22; file 0x3fa22 is fill). source: re-trace(emulation-verified)."
0x0002b458,hca_engage_state0,FUNCTION,"Engage-FSM state 0 (init/reset); sets hca_engage_fsm_state=0. Entered once from init (jarl @0x25a0a). source: re-trace(emulation-verified)."
0x0002b45e,hca_engage_state1,FUNCTION,"Engage-FSM state 1 entry. During-action FUN_0002ba40 decrements state-1 pre-debounce fffede70(=10) then runs fsm_transition_gate(1); dwell target 400 (~0.8s @2.016ms). source: re-trace(emulation-verified)."
0x0002b49a,hca_engage_state2,FUNCTION,"Engage-FSM state 2 entry (dwell target 1000 = ~2.016s @2.016ms). source: re-trace(emulation-verified)."
0x0002b5c4,hca_engage_state3,FUNCTION,"Engage-FSM state 3 entry (dwell target 1000 = ~2.016s); last up-walk dwell before active. Its 1000-count dwell = the observed ~2.04s HCA-status handover hold. source: re-trace(emulation-verified)."
0x0002b5f8,hca_engage_state4,FUNCTION,"Engage-FSM state 4 entry (pre-active). source: re-trace(emulation-verified)."
0x0002b66a,hca_engage_state6,FUNCTION,"Engage-FSM state 6 (down-walk active->idle); ungated ~1 step. source: re-trace(emulation-verified)."
0x0002b706,hca_engage_state7,FUNCTION,"Engage-FSM state 7 (down-walk); ungated ~1 step. source: re-trace(emulation-verified)."
0x0002b73a,hca_engage_state8,FUNCTION,"Engage-FSM state 8 (down-walk); op_mode-wait during-action FUN_0002be3a with fffede78=40-count (~80ms) timeout. source: re-trace(emulation-verified)."
0x0002b778,hca_engage_state9,FUNCTION,"Engage-FSM state 9 (down-walk); op_mode-wait during-action FUN_0002bd28 (fffede78=40). source: re-trace(emulation-verified)."
0x0002b7e4,hca_engage_state10,FUNCTION,"Engage-FSM state 0xa (disengage): clears assist_engaged_flags&=0xfd; next -> idle 0xb. source: re-trace(emulation-verified)."
0xfffede78,hca_engage_opmode_wait,LABEL,"Engage-FSM op_mode-wait/disengage timeout counter (limit 0x28=40 = ~80ms @2.016ms). Used in down-walk states 8/9 (FUN_0002be3a/0002bd28); on timeout posts supervisor event 0x105. source: re-trace(verified)."
0xfffede70,hca_engage_state1_debounce,LABEL,"Engage-FSM state-1 pre-debounce counter (=10, ~20ms @2.016ms); decremented in FUN_0002ba40. source: re-trace(verified)."
0xfffed66c,hca_rx_superv_struct,LABEL,"HCA_01 reception E2E-supervision struct (arg to the fns below). Fields: +0xc=startup state(0=counting,2=done); +0x2c=startup confirm counter (->0x259=601); +0x10/+0x14/+0x18/+0x1c=4 channel states(2=no-data,1/3/4/5/6=recv/pending); +0x21..+0x24=per-channel E2E input codes (3/5/7/9=fresh-valid); +0x28=aggregate output state read by hca_superv_state_to_freshflag; +0x2e/+0x30/+0x32/+0x34=per-channel timeout counters(0x259); +0x36=one-shot missing-msg LATCH. source: re-trace(verified)."
0x0001d2f2,hca_rx_e2e_statemachine,FUNCTION,"HCA_01 reception E2E state machine (struct hca_rx_superv_struct). Each channel: 2->1 when its input code says fresh-valid (recovery); a channel timeout counter(0x259) or the startup window closing with all channels still==2 sets the +0x36 latch (0001d2f2.c:19,44). Writes aggregate state +0x28. During startup (+0x2c<601, +0xc==0) output forced to state 1 => EPS reports READY. source: re-trace(verified)."
0x0001d906,hca_fault_bit_recompute,FUNCTION,"LIVE recompute of the HCA fault bit: _sigblock_status_a |= 0x100 (FAULT) iff (hca_fresh_flag_a&1)==0 OR (hca_fresh_flag_b&1)==0, else clears. Bit 0x100 -> uRamfffee394 -> uRamfffee29c -> assist_mode=2 (LH_EPS_03 FAULT). The RECOVERABLE path. NOTE (adversarial-verified): bit 0x100 is NOT single-sourced -- hca_fault_aggregate_gate (FUN_0001d972, dispatched AFTER this for idx 0xa2/a3/a6) can force it via |=0xc1f9 when the aggregate flags fffea1a0/1ac/19c are stale, SKIPPING this recompute. Recovery needs those aggregates fresh too. source: re-trace(verified)."
0x0001d972,hca_fault_aggregate_gate,FUNCTION,"Second writer of _sigblock_status_a bit 0x100. The aggregates fffea1a0/fffea1ac/fffea19c are the freshness flags of supervision idx 0xa2/a3/a6 = the REDUNDANT HCA sub-channels (C/D) of the SAME hca_rx_superv_struct (d5ec/d2f2 states 4/5); c992 passes 0xfffed66c for them. So this is the HCA fault aggregated across all 4 redundant channels, NOT a foreign fault: if any is stale -> _sigblock_status_a |= 0xc1f9 (force FAULT + skip hca_fault_bit_recompute). => recovery to READY needs ALL 4 redundant HCA channels fresh, not just the 2 primary flags. source: re-trace(verified)."
0x0007881e,superv_timestamp_countdown,FUNCTION,"Per-message supervision timestamp/age countdown on superv_msg_flags/timestamp (0xfffe9f14/9f16, stride). Message-present branch decrements the timestamp; at 0 it transitions the state nibble (writes 2 or 8 = bit0 clear = the runtime 'clear' of the freeze-LSB). BUT this recovery branch requires timestamp != 0; superv_freeze_msg zeroes it, so a FROZEN entry's recovery is inert -> latch stays until power cycle. source: re-trace(adversarial-verified)."
0x0001d5ec,hca_superv_state_to_freshflag,FUNCTION,"Maps aggregate supervision state (+0x28) to the freshness flag (*param_3 -> hca_fresh_flag_a/b). Sets flag=1 (OK) in states 1/3+cond/4/5. GATED at entry by superv_msg_flags bit0 (frozen/disable): if set, the whole update is SKIPPED -> flag stays 0 -> HCA fault never clears = HARD LATCH. source: re-trace(verified)."
0x0001d4aa,hca_missing_msg_dtc_commit,FUNCTION,"Cyclic (via 000275d8): if the +0x36 latch is set AND HCA still not-received on all channels, loops messages and commits CONFIRMED DTCs via dtc_event_set(msg,1,1), then clears +0x36. This is the step that turns a soft missing-HCA fault into a latched one. source: re-trace(verified)."
0x0001b980,dtc_event_set,FUNCTION,"DTC/event manager: sets event-status + confirmed bit (0x80) in the per-event table (base ~-0x13790); (param2,param3) select set/confirm/query. The confirmed-DTC sink for missing HCA. source: re-trace(verified)."
0x0001cba2,superv_freeze_msg,FUNCTION,"Freezes one message's supervision: superv_msg_flags[msg] = 0x81 (bit0=disable + bit7=confirmed), clears its timestamp. Once set, hca_superv_state_to_freshflag skips that msg -> permanent fault. The HARD-LATCH enforcement. source: re-trace(verified)."
0x0001d064,superv_boot_grace_gate,FUNCTION,"Boot-grace gate: compares boot_tick_counter vs two thresholds (0x1dbc=7612 ~761ms, 0x22b1=8881 ~888ms); around them (re)initializes the per-msg supervision entries (superv_freeze_msg + superv_set_active_bit) so supervision is suppressed at boot (EPS READY) then activated. source: re-trace(verified)."
0x0001ce12,superv_set_active_bit,FUNCTION,"Sets(0x20)/clears superv_msg_flags bit5 (supervision-active) for one msg based on param2. source: re-trace(verified)."
0x0001c992,superv_dtc_process_cycle,FUNCTION,"Per-cycle DTC propagation: for each msg walks superv_msg_flags low nibble; uses hca_superv_state_to_freshflag to decide received-ok (set bit2) vs fault (dtc_event_set); clears/consumes the confirmed bit 0x80. source: re-trace(verified)."
0x0001d5b0,superv_set_e2e_code,FUNCTION,"Writes a channel's E2E input code into hca_rx_superv_struct+0x20+channel (drives the state machine 2->1 recovery). Called from the HCA RX handler FUN_00026984 with codes derived from the E2E/freshness check. source: re-trace(verified)."
0x0001cbd6,superv_freeze_on_dtc_op,FUNCTION,"Freezes all superv_msg_flags entries for a message when a DTC-manager query (dtc_event_set(msg,0xff,5)) returns 0 (e.g. DTC clear/init). source: re-trace(verified)."
0xfffea02c,hca_fresh_flag_a,LABEL,"HCA freshness flag ch A (bit0). Set=1 by hca_superv_state_to_freshflag when supervision reports OK; read by hca_fault_bit_recompute. Frozen at 0 if superv_msg_flags disable bit is set. source: re-trace(verified)."
0xfffea060,hca_fresh_flag_b,LABEL,"HCA freshness flag ch B (bit0); the second input to hca_fault_bit_recompute. source: re-trace(verified)."
0xfffe9f14,superv_msg_flags,LABEL,"Per-message supervision flag table (byte, stride 4, ~0xac msgs; code refs it as addr-0x160ec). bit0=frozen/disable (skips freshness update=hard latch), bit1=pending, bit2=received-ok, bit5=active, bit7=confirmed-DTC. Written by superv_freeze_msg/superv_set_active_bit/superv_dtc_process_cycle. source: re-trace(verified)."
0xfffe9f0c,superv_pending_count,LABEL,"Count of messages with a pending (not-yet-confirmed) supervision fault; decremented as each confirms/clears. source: re-trace(verified)."
0xfffff400,hw_assist_status_sfr,LABEL,"READ-ONLY hardware status register from an external safing/motor-driver monitor chip (peripheral block fffff400=status, fffff402-40a=writable config/control). NEVER written by software -> NOT spoofable via CAN/SW. Low bits 1,2 (&6) = fault/OK pair (FUN_000234a4/2345e). Bit4 (read_assist_active_bit FUN_0002919e, also checked in engage-FSM 0002b45e) = power-stage/motor 'active' discrete; debounced (FUN_00015326 ~300) -> eps_status_flags2 bit0x40 -> HCA supervision ch2 freshness. Polarity (data-confirmed): motor active -> ch2 fresh -> HCA fault recovers; parked/still -> ch2 stale -> latch. ONLY trigger to recover a parked latch = physical steering torque (turn wheel -> base assist -> motor current -> bit4). source: re-trace(verified; MEDIUM on exact bit4 vs bench)."
0x0002919e,read_assist_active_bit,FUNCTION,"Returns (DAT_fffff400 & 0x1f)>>4 = hw_assist_status_sfr bit4 (assist/safing active). Feeds the HCA ch2 recovery gate. source: re-trace(verified)."
0xfffecb7c,eps_status_flags2,LABEL,"EPS status flags word 2. Bit0x40 = debounced read_assist_active_bit (set in 000275d8:79 via FUN_00015326). Consumed at 00026984:453: (bit0x40==0) -> HCA supervision ch2 code=5 (fresh) -> aggregate state 3 -> heals BOTH redundant HCA channels -> clears the fault. Also the master 'assist active' gate DAT_fffe9e93. source: re-trace(verified)."
