dest_vaddr,from_vaddr,from_func
803decbe,800ac144,FUN_800ac06a
803decbf,8003f3f0,
803decc1,800ac12c,FUN_800ac06a
803decc2,8003f3e4,
803decfb,800ac15e,FUN_800ac06a
803decfc,8003f3fc,
803ded00,800ad000,
803ded00,800abd60,FUN_800abcc8
803ded01,800ad000,
803ded01,800abd60,FUN_800abcc8
803ded0a,800ac134,FUN_800ac06a
803ded0b,8003f3e8,
803ded0d,800acf52,
803ded0d,800abcf0,FUN_800abcc8
803ded0e,800acf52,
803ded0e,800abcf0,FUN_800abcc8
803ded17,800ac1da,FUN_800ac06a
803ded18,8003f438,
803ded1b,800ac192,FUN_800ac06a
803ded1c,8003f414,
803ded20,800ac1a2,FUN_800ac06a
803ded21,8003f41c,
803ded29,800ac11e,FUN_800ac06a
803ded2a,8003f3dc,
803ded2e,800ac116,FUN_800ac06a
803ded2f,8003f3d8,
803ded37,800ac0c2,FUN_800ac06a
803ded38,8003f3ac,
803ded3c,800ac0ba,FUN_800ac06a
803ded3d,8003f3a8,
803ded41,800ac1f2,FUN_800ac06a
803ded42,8003f444,
803ded4a,800ac1fa,FUN_800ac06a
803ded4b,8003f448,
803ded4f,800ac202,FUN_800ac06a
803ded50,8003f44c,
803ded54,800ac20a,FUN_800ac06a
803ded55,8003f450,
803ded57,800ac0e4,FUN_800ac06a
803ded58,8003f3bc,
803ded5a,800ac19a,FUN_800ac06a
803ded5b,8003f418,
803ded5d,800ac1b2,FUN_800ac06a
803ded5e,8003f424,
803ded62,800ac1ba,FUN_800ac06a
803ded63,8003f428,
803ded65,800ac1c2,FUN_800ac06a
803ded66,8003f42c,
803ded6e,800ac1e2,FUN_800ac06a
803ded6f,8003f43c,
803ded71,800ac13c,FUN_800ac06a
803ded72,8003f3ec,
803ded74,800ac098,FUN_800ac06a
803ded75,8003f398,
803ded7d,800ac0a0,FUN_800ac06a
803ded7e,8003f39c,
803ded86,800ac10e,FUN_800ac06a
803ded87,8003f3d4,
803ded8b,800ac0f8,FUN_800ac06a
803ded8c,8003f3c8,
803ded8e,800ac182,FUN_800ac06a
803ded8f,800ac18a,FUN_800ac06a
803ded90,8003f410,
803ded94,8003f40c,
803ded96,800ac1d2,FUN_800ac06a
803ded97,8003f434,
803ded99,800ac090,FUN_800ac06a
803ded9a,8003f394,
803ded9a,800ac21a,FUN_800ac06a
803ded9e,800ac07a,FUN_800ac06a
803ded9f,8003f38c,
803ded9f,800ac21a,FUN_800ac06a
803ded9f,800ac298,FUN_800ac06a
803deda0,800ac298,FUN_800ac06a
803deda7,800ac14c,FUN_800ac06a
803deda8,8003f3f4,
803dedaa,800ac106,FUN_800ac06a
803dedab,8003f3d0,
803dedad,800ac0dc,FUN_800ac06a
803dedae,8003f3b8,
803dedb0,800ac0a8,FUN_800ac06a
803dedb1,8003f3a0,
803dedb3,800ac16a,FUN_800ac06a
803dedb4,8003f400,
803dedb6,800ac1ea,FUN_800ac06a
803dedb7,8003f440,
803dedb9,800ac17a,FUN_800ac06a
803dedba,8003f408,
803dedbc,800ac0ca,FUN_800ac06a
803dedbd,8003f3b0,
803dedbf,800ac172,FUN_800ac06a
803dedc0,8003f404,
803dedc2,800ac1ca,FUN_800ac06a
803dedc3,8003f430,
803dedc5,800ac1aa,FUN_800ac06a
803dedc6,8003f420,
803dedf7,800abe58,FUN_800abe2e
803dedf8,800abe58,FUN_800abe2e
803dee17,800abe58,FUN_800abe2e
803def77,800abe52,FUN_800abe2e
803def77,800acf5a,
803def77,800abcf4,FUN_800abcc8
803def78,800abe52,FUN_800abe2e
803def78,800acf5a,
803def78,800abcf4,FUN_800abcc8
803def82,800ac0d2,FUN_800ac06a
803def83,8003f3b4,
803def85,800ac0b0,FUN_800ac06a
803def86,8003f3a4,
803def88,800ac154,FUN_800ac06a
803def89,8003f3f8,
803def8b,800ac086,FUN_800ac06a
803def8c,8003f390,
803def94,800acfcc,
803def94,800ad44e,
803def95,800acfcc,
803def95,800ad44e,
803defa0,80104114,
803df024,800ab1a4,
803df025,800ab1a4,
803df034,8010411c,
803dfa5c,80104120,
803dfa6c,80104124,
803dfa94,80104128,
803dfa9c,8010412c,
803dfba0,80104130,
803dfed4,80104134,
803dfed8,80104138,
803dfee0,8010413c,
803dfee4,80104140,
803dfeec,80104144,
803dfef0,80104148,
803dff40,8010414c,
803e0198,80104150,
803e0210,80104154,
803e0914,80104158,
803e0a54,8010415c,
803e0a6e,80104160,
803e0a70,80104164,
803e0b64,80104168,
803e0b98,8010416c,
803e0bb2,80104170,
803e0bb3,80082cc8,FUN_80082cb4
803e0bb4,80082cc0,FUN_80082cb4
803e0bb6,80104174,
803e0bb8,80104178,
803e0bc4,8010417c,
803e0bdc,80104180,
803e0c04,80104184,
803e0c0a,80104188,
803e0d70,8010418c,
803e0d8a,80104190,
803e0ee8,80104194,
803e11e8,80104198,
803e13d0,8010419c,
803e13d4,801041a0,
803e1414,801041a4,
803e1458,801041a8,
803e145a,801041ac,
803e145c,801041b0,
803e15bc,801041b4,
803e15d4,801041b8,
803e15d6,801041bc,
803e15d8,801041c0,
803e15e8,801041c4,
803e15ea,801041c8,
803e1618,801041cc,
803e1622,801041d0,
803e1624,801041d4,
803e1628,801041d8,
803e162a,801041dc,
803e162c,801041e0,
803e162e,801041e4,
803e18cc,801041e8,
803e1934,801041ec,
803e1938,801041f0,
803e193a,801041f4,
803e1940,801041f8,
803e1946,801041fc,
803e195c,80104200,
803e197c,80104204,
803e199a,80104208,
803e19a0,8010420c,
803e19fc,80104210,
803e1a14,80104214,
803e1a18,80104218,
803e1a40,8010421c,
803e1b14,80104220,
803e1b1c,80104224,
803e1b38,80104228,
803e1b3c,8010422c,
803e1b3e,80104230,
803e1b44,80104234,
803e1b4c,80104238,
803e1b52,8010423c,
803e1b54,80104240,
803e1b60,80104244,
803e1be4,80104248,
803e1c08,8010424c,
803e1c5c,80104250,
803e1c5d,80104254,
803e1c5e,80104258,
803e1c6a,8010425c,
803e1c7e,80104260,
803e1c80,80104264,
803e1c92,80104268,
803e1c94,8010426c,
803e1c9c,80104270,
803e1caa,80104274,
803e1cac,80104278,
803e1cb4,8010427c,
803e1cb6,80104280,
803e1d68,80104284,
803e1d88,80104288,
803e1d90,8010428c,
803e1da0,8003cac8,
803e1da8,8003cab8,
803e1da8,8003caa8,
803e1da8,8003ca98,
803e1da8,8003ca88,
803e1db8,80104290,
803e1dc0,80104294,
803e1e0c,80104298,
803e1e4c,8010429c,
803e1e64,801042a0,
803e1e68,801042a4,
803e1e6c,801042a8,
803e1e74,801042ac,
803e1e78,801042b0,
803e1e90,801042b4,
803e1e94,801042b8,
803e1e96,801042bc,
803e1e98,801042c0,
803e1eba,801042c4,
803e1ec4,801042c8,
803e1ec8,801042cc,
803e1f10,801042d0,
803e1f12,801042d4,
803e1f1c,801042d8,
803e1f28,801042dc,
803e1f2c,801042e0,
803e1f88,801042e4,
803e1ff8,801042e8,
803e20c2,801042ec,
803e20c8,801042f0,
803e20ca,801042f4,
803e20d2,801042f8,
803e2108,801042fc,
803e25ae,80104300,
803e25b6,80104304,
803e2634,80104308,
803e26ac,8010430c,
803e26b2,80104310,
803e26b4,80104314,
803e26dc,80104318,
803e271c,8010431c,
803e2734,80104320,
803e2758,80104324,
803e275a,80104328,
803e2760,8010432c,
803e2774,80104330,
803e277c,80104334,
803e2784,80104338,
803e2c08,8010433c,
803e2c0a,80104340,
803e2c0c,80104344,
803e2d02,80104348,
803e2d03,8010434c,
803e2d04,80104350,
803e2d06,80104354,
803e2d0c,80104358,
803e2d10,8010435c,
803e2d16,80104360,
803e2d18,80104364,
803e2d24,80104368,
803e2f8c,8010436c,
803e3568,80104370,
803e386c,80104374,
803e397c,80104378,
803e3ab8,8010437c,
803e3ac0,80104380,
803e3bac,80104384,
803e3bd0,80104388,
803e3c3c,8010438c,
803fbf6f,800831ee,FUN_800831ba
803fbf6f,80040360,
803fbf70,8009581c,FUN_80095818
803fbf70,80096604,FUN_8009657e
803fbf70,80096632,FUN_8009657e
803fbf70,800900b2,FUN_80090054
803fbf70,8009017a,
803fbf70,800901a6,
803fbf70,8009021c,
803fbf70,8009027c,
803fbf70,800902a0,
803fbf70,80096980,FUN_800968f8
803fbf70,800967ec,
803fbf70,800967d0,
803fbf78,80186436,FUN_80186426
803fbf7c,80186436,FUN_80186426
803fbfff,8000e2f8,
803fff00,8000bc9a,FUN_8000bbbc
803fff00,8000bc8a,FUN_8000bbbc
803fff04,8000bc9a,FUN_8000bbbc
803fffff,80103400,FUN_801033d0
803fffff,8010341e,FUN_801033d0
803fffff,8000e300,
